12
  1.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.158746467168819e+00   5.406408174555974e-01   0.000000000000000e+00
  1.584584986998114e+00   9.096319953545186e-01   0.000000000000000e+00
  2.142314838273285e+00   9.898214418809327e-01   0.000000000000000e+00
  2.654860733945285e+00   7.557495743542582e-01   0.000000000000000e+00
  2.959492973614497e+00   2.817325568414294e-01   0.000000000000000e+00
  2.959492973614497e+00  -2.817325568414297e-01   0.000000000000000e+00
  2.654860733945285e+00  -7.557495743542583e-01   0.000000000000000e+00
  2.142314838273285e+00  -9.898214418809328e-01   0.000000000000000e+00
  1.584584986998113e+00  -9.096319953545183e-01   0.000000000000000e+00
  1.158746467168819e+00  -5.406408174555976e-01   0.000000000000000e+00
  1.000000000000000e+00   2.449293598294706e-16   0.000000000000000e+00
