5
-5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
-3.535533905932738e+000 -3.535533905932737e+000  0.000000000000000e+000
 0.000000000000000e+000 -5.000000000000000e+000  0.000000000000000e+000
 3.535533905932737e+000 -3.535533905932737e+000  0.000000000000000e+000
 5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
5
 5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
 3.535533905932738e+000  3.535533905932737e+000  0.000000000000000e+000
 0.000000000000000e+000  5.000000000000000e+000  0.000000000000000e+000
-3.535533905932737e+000  3.535533905932738e+000  0.000000000000000e+000
-5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
5
 1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
 7.071067811865476e-001 -7.071067811865474e-001  0.000000000000000e+000
 0.000000000000000e+000 -9.999999999999999e-001  0.000000000000000e+000
-7.071067811865475e-001 -7.071067811865475e-001  0.000000000000000e+000
-1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
5
-1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
-7.071067811865476e-001  7.071067811865475e-001  0.000000000000000e+000
 0.000000000000000e+000  9.999999999999999e-001  0.000000000000000e+000
 7.071067811865475e-001  7.071067811865475e-001  0.000000000000000e+000
 1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
