15
-5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
-4.874639560909118e+000 -1.112604669781572e+000  0.000000000000000e+000
-4.504844339512096e+000 -2.169418695587791e+000  0.000000000000000e+000
-3.909157412340149e+000 -3.117449009293667e+000  0.000000000000000e+000
-3.117449009293667e+000 -3.909157412340149e+000  0.000000000000000e+000
-2.169418695587789e+000 -4.504844339512096e+000  0.000000000000000e+000
-1.112604669781572e+000 -4.874639560909118e+000  0.000000000000000e+000
-1.232595164407831e-032 -5.000000000000000e+000  0.000000000000000e+000
 1.112604669781572e+000 -4.874639560909118e+000  0.000000000000000e+000
 2.169418695587791e+000 -4.504844339512096e+000  0.000000000000000e+000
 3.117449009293670e+000 -3.909157412340147e+000  0.000000000000000e+000
 3.909157412340149e+000 -3.117449009293667e+000  0.000000000000000e+000
 4.504844339512095e+000 -2.169418695587790e+000  0.000000000000000e+000
 4.874639560909118e+000 -1.112604669781572e+000  0.000000000000000e+000
 5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
15
 5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
 4.874639560909118e+000  1.112604669781572e+000  0.000000000000000e+000
 4.504844339512096e+000  2.169418695587790e+000  0.000000000000000e+000
 3.909157412340147e+000  3.117449009293670e+000  0.000000000000000e+000
 3.117449009293668e+000  3.909157412340148e+000  0.000000000000000e+000
 2.169418695587790e+000  4.504844339512095e+000  0.000000000000000e+000
 1.112604669781568e+000  4.874639560909118e+000  0.000000000000000e+000
-4.930380657631324e-032  5.000000000000000e+000  0.000000000000000e+000
-1.112604669781572e+000  4.874639560909118e+000  0.000000000000000e+000
-2.169418695587791e+000  4.504844339512096e+000  0.000000000000000e+000
-3.117449009293668e+000  3.909157412340149e+000  0.000000000000000e+000
-3.909157412340149e+000  3.117449009293667e+000  0.000000000000000e+000
-4.504844339512095e+000  2.169418695587790e+000  0.000000000000000e+000
-4.874639560909118e+000  1.112604669781568e+000  0.000000000000000e+000
-5.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
18
-5.000000000000000e-001 -7.000000000000001e-002  0.000000000000000e+000
-4.997496273661819e-001 -7.655795961022242e-003  0.000000000000000e+000
-4.562673086959661e-001  3.965352727346512e-002  0.000000000000000e+000
-3.958270770037982e-001  6.223878727065726e-002  0.000000000000000e+000
-3.309468499302508e-001  6.619597388527457e-002  0.000000000000000e+000
-2.659160986869638e-001  6.535933475032540e-002  0.000000000000000e+000
-2.009525162301209e-001  6.221838489237842e-002  0.000000000000000e+000
-1.360861491563548e-001  5.746518340070523e-002  0.000000000000000e+000
-7.133307638835426e-002  5.135664358290843e-002  0.000000000000000e+000
-6.715189269966521e-003  4.395432874831404e-002  0.000000000000000e+000
 5.773015158061025e-002  3.517747754415181e-002  0.000000000000000e+000
 1.219325645401008e-001  2.477637289608591e-002  0.000000000000000e+000
 1.857565472658834e-001  1.226737164409122e-002  0.000000000000000e+000
 2.494082883909843e-001 -1.106899346662525e-003  0.000000000000000e+000
 3.129733265399558e-001 -1.488511762827798e-002  0.000000000000000e+000
 3.761641552769147e-001 -3.027085752026761e-002  0.000000000000000e+000
 4.384382255258967e-001 -4.901300701601165e-002  0.000000000000000e+000
 5.000000000000000e-001 -7.000000000000001e-002  0.000000000000000e+000
18
 5.000000000000000e-001 -7.000000000000001e-002  0.000000000000000e+000
 4.403512474633812e-001 -6.196885941464626e-002  0.000000000000000e+000
 3.805994988598754e-001 -5.474612716601661e-002  0.000000000000000e+000
 3.207326733359930e-001 -4.855186643980781e-002  0.000000000000000e+000
 2.607536532721004e-001 -4.356052854008838e-002  0.000000000000000e+000
 2.007218124566172e-001 -3.924279950509557e-002  0.000000000000000e+000
 1.406193103065512e-001 -3.607973456007562e-002  0.000000000000000e+000
 8.045027717675636e-002 -3.472065275079704e-002  0.000000000000000e+000
 2.027246542991876e-002 -3.555314687365417e-002  0.000000000000000e+000
-3.982405534728763e-002 -3.878233819915427e-002  0.000000000000000e+000
-9.973352575558619e-002 -4.450359117849417e-002  0.000000000000000e+000
-1.592401083625066e-001 -5.346476590366854e-002  0.000000000000000e+000
-2.180761745651888e-001 -6.611080339500694e-002  0.000000000000000e+000
-2.765697755917487e-001 -8.028174713205190e-002  0.000000000000000e+000
-3.348472560478182e-001 -9.532107739888723e-002  0.000000000000000e+000
-3.937245772815536e-001 -1.077152366358766e-001  0.000000000000000e+000
-4.531452703782167e-001 -1.046042756348065e-001  0.000000000000000e+000
-5.000000000000000e-001 -7.000000000000001e-002  0.000000000000000e+000
