9
-1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
-7.071067811865476e-001 -7.071067811865474e-001  0.000000000000000e+000
 0.000000000000000e+000 -9.999999999999999e-001  0.000000000000000e+000
 7.071067811865475e-001 -7.071067811865475e-001  0.000000000000000e+000
 1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
 7.071067811865477e-001  7.071067811865476e-001  0.000000000000000e+000
 1.224646799147353e-016  1.000000000000000e+000  0.000000000000000e+000
-7.071067811865474e-001  7.071067811865478e-001  0.000000000000000e+000
-1.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
9
-1.000000000000000e-001  0.000000000000000e+000  0.000000000000000e+000
-7.071067811865477e-002  7.071067811865475e-002  0.000000000000000e+000
 3.159728815010309e-035  1.000000000000000e-001  0.000000000000000e+000
 7.071067811865475e-002  7.071067811865477e-002  0.000000000000000e+000
 1.000000000000000e-001  0.000000000000000e+000  0.000000000000000e+000
 7.071067811865477e-002 -7.071067811865475e-002  0.000000000000000e+000
 1.224646799147353e-017 -1.000000000000000e-001  0.000000000000000e+000
-7.071067811865474e-002 -7.071067811865477e-002  0.000000000000000e+000
-1.000000000000000e-001  0.000000000000000e+000  0.000000000000000e+000
